date,net_cash,cash_balance,transaction_count,cash_inflow,cash_outflow
2024-02-15,15171.83878793998,4355083.907744643,3.0,15171.83878793998,0.0
2024-02-16,14791.44,4389668.657744643,3.0,14791.44,0.0
2024-02-17,3962.94,4393631.597744644,1.0,3962.94,0.0
2024-02-18,1648.68,4395280.277744643,1.0,1648.68,0.0
2024-02-19,15838.65,4411118.927744644,1.0,15838.65,0.0
2024-02-20,24314.870000000003,4435433.797744643,3.0,24314.870000000003,0.0
2024-02-21,30268.090000000004,4465701.887744643,4.0,30268.090000000004,0.0
2024-02-22,11981.49,4477683.377744643,3.0,11981.49,0.0
2024-02-23,7049.7300000000005,4483085.397744643,2.0,7049.7300000000005,0.0
2024-02-24,0.0,4484267.986888913,0.0,0.0,0.0
2024-02-25,717.4682885414113,4485450.576033184,5.0,717.4682885414113,0.0
2024-02-26,38913.71,4493740.966033185,5.0,38913.71,0.0
2024-02-27,7820.64,4532184.926033185,1.0,7820.64,0.0
2024-02-28,26954.4,4559139.326033185,5.0,26954.4,0.0
2024-02-29,32193.9,4569566.526033185,3.0,32193.9,0.0
2024-03-01,-180439.38,4410893.846033185,4.0,0.0,180439.38
2024-03-02,14055.93,4424949.7760331845,2.0,14055.93,0.0
2024-03-03,50803.78,4439926.376033184,5.0,50803.78,0.0
2024-03-04,20749.71,4496503.266033184,4.0,20749.71,0.0
2024-03-05,8311.67,4504814.936033184,2.0,8311.67,0.0
2024-03-06,0.0,4512256.131033184,0.0,0.0,0.0
2024-03-07,40982.76,4519697.326033184,4.0,40982.76,0.0
2024-03-08,56741.07,4602538.766033184,6.0,56741.07,0.0
2024-03-09,16697.7,4619236.466033184,2.0,16697.7,0.0
2024-03-10,1438.92,4620675.386033184,1.0,1438.92,0.0
2024-03-11,0.0,4628553.956033183,0.0,0.0,0.0
2024-03-12,34884.01,4636432.526033184,3.0,34884.01,0.0
2024-03-13,22071.89,4677631.286033184,2.0,22071.89,0.0
2024-03-14,25931.68,4703562.966033184,3.0,25931.68,0.0
2024-03-15,11850.314520921907,4715413.280554106,2.0,11850.314520921907,0.0
2024-03-16,21641.86,4737055.140554107,2.0,21641.86,0.0
2024-03-17,0.0,4744157.695554107,0.0,0.0,0.0
2024-03-18,23683.4,4751260.250554107,2.0,23683.4,0.0
2024-03-19,10786.11,4771524.650554108,1.0,10786.11,0.0
2024-03-20,9355.36,4780880.010554108,2.0,9355.36,0.0
2024-03-21,23223.44,4804103.450554108,3.0,23223.44,0.0
2024-03-22,10886.35,4814989.800554108,1.0,10886.35,0.0
2024-03-23,10726.93,4825716.730554108,2.0,10726.93,0.0
2024-03-24,13843.14,4833081.410554107,2.0,13843.14,0.0
2024-03-25,29686.93,4869246.800554108,3.0,29686.93,0.0
2024-03-26,10599.116480196471,4879845.917034305,2.0,10599.116480196471,0.0
2024-03-27,23022.45,4902868.367034304,2.0,23022.45,0.0
2024-03-28,15472.64,4903720.437034303,5.0,15472.64,0.0
2024-03-29,10426.0,4928767.007034304,2.0,10426.0,0.0
2024-03-30,15120.4,4943887.407034304,2.0,15120.4,0.0
2024-03-31,18874.24,4962761.647034304,2.0,18874.24,0.0
2024-04-01,-179505.03,4783256.617034305,3.0,0.0,179505.03
2024-04-02,11002.54,4794259.157034305,1.0,11002.54,0.0
2024-04-03,7184.59,4801443.747034305,1.0,7184.59,0.0
2024-04-04,23842.39,4825286.137034304,2.0,23842.39,0.0
2024-04-05,16591.14,4841877.277034304,2.0,16591.14,0.0
2024-04-06,18678.18,4860555.457034304,2.0,18678.18,0.0
2024-04-07,15941.75,4876497.207034304,2.0,15941.75,0.0
2024-04-08,0.0,4879505.532034304,0.0,0.0,0.0
2024-04-09,6016.65,4882513.857034304,1.0,6016.65,0.0
2024-04-10,44296.15,4913260.997034304,5.0,44296.15,0.0
2024-04-11,36120.32,4945907.597034304,5.0,36120.32,0.0
2024-04-12,31510.93,4991524.397034304,3.0,31510.93,0.0
2024-04-13,14343.27,5008784.527034304,2.0,14343.27,0.0
2024-04-14,14594.83,5023379.357034304,1.0,14594.83,0.0
2024-04-15,42242.8507576968,5068615.737034303,5.0,42242.8507576968,0.0
2024-04-16,26588.63,5083800.097792,3.0,26588.63,0.0
2024-04-17,36366.02,5128576.857792,3.0,36366.02,0.0
2024-04-18,22996.58,5151573.437792,2.0,22996.58,0.0
2024-04-19,28509.54,5169369.727792,5.0,28509.54,0.0
2024-04-20,14699.847577886609,5194782.825369886,8.0,14699.847577886609,0.0
2024-04-21,18825.04,5206648.355369886,3.0,18825.04,0.0
2024-04-22,14523.13,5228130.995369886,2.0,14523.13,0.0
2024-04-23,30630.6,5258761.595369887,3.0,30630.6,0.0
2024-04-24,24181.8,5282943.395369886,3.0,24181.8,0.0
2024-04-25,32831.81,5297993.385369887,2.0,32831.81,0.0
2024-04-26,33732.2,5349507.405369887,4.0,33732.2,0.0
2024-04-27,0.0,5351243.240369887,0.0,0.0,0.0
2024-04-28,3471.6699999999983,5352979.075369887,3.0,3471.6699999999983,0.0
2024-04-29,1284.29,5354263.365369887,1.0,1284.29,0.0
2024-04-30,22807.1,5363664.225369887,4.0,22807.1,0.0
2024-05-01,-188893.42,5188177.045369888,3.0,0.0,188893.42
2024-05-02,32964.399999999994,5221141.445369888,4.0,32964.399999999994,0.0
2024-05-03,3230.46,5224371.905369888,1.0,3230.46,0.0
2024-05-04,27532.88,5235456.775369888,3.0,27532.88,0.0
2024-05-05,52156.39,5304061.175369888,4.0,52156.39,0.0
2024-05-06,33038.01,5337099.185369887,3.0,33038.01,0.0
2024-05-07,49428.69,5352743.915369888,3.0,49428.69,0.0
2024-05-08,14037.86,5400565.735369888,2.0,14037.86,0.0
2024-05-09,12241.15,5412806.8853698885,2.0,12241.15,0.0
2024-05-10,31988.49,5444795.375369888,2.0,31988.49,0.0
2024-05-11,20142.07,5453290.515369887,2.0,20142.07,0.0
2024-05-12,15797.26,5480734.705369887,1.0,15797.26,0.0
2024-05-13,10195.759999999998,5486599.775369887,2.0,10195.759999999998,0.0
2024-05-14,16699.48,5507629.945369888,1.0,16699.48,0.0
2024-05-15,28994.91529659039,5536624.860666478,7.0,28994.91529659039,0.0
2024-05-16,0.0,5541197.725666478,0.0,0.0,0.0
2024-05-17,9145.73,5545770.590666479,1.0,9145.73,0.0
2024-05-18,59490.85,5576618.630666479,5.0,59490.85,0.0
2024-05-19,25452.87,5630714.310666478,4.0,25452.87,0.0
2024-05-20,4229.05,5633165.090666479,2.0,4229.05,0.0
2024-05-21,8681.03,5638019.680666478,3.0,8681.03,0.0
2024-05-22,23400.23,5667024.620666478,3.0,23400.23,0.0
2024-05-23,0.0,5679407.250666478,0.0,0.0,0.0
2024-05-24,24765.26,5691789.880666478,4.0,24765.26,0.0
2024-05-25,16151.923774771516,5694238.910666478,5.0,16151.923774771516,0.0
2024-05-26,31717.340000000004,5739659.144441249,2.0,31717.340000000004,0.0
2024-05-27,0.0,5739217.959441248,0.0,0.0,0.0
2024-05-28,-882.3700000000008,5738776.774441249,4.0,0.0,882.3700000000008
2024-05-29,6336.73,5745113.504441249,1.0,6336.73,0.0
2024-05-30,0.0,5758913.6144412495,0.0,0.0,0.0
2024-05-31,45238.9,5772713.724441249,4.0,45238.9,0.0
2024-06-01,4232.95,5794585.354441249,1.0,4232.95,0.0
2024-06-02,17231.79,5811817.144441249,2.0,17231.79,0.0
2024-06-03,-180009.1,5631808.044441248,4.0,0.0,180009.1
2024-06-04,7448.93,5639256.974441248,1.0,7448.93,0.0
2024-06-05,15673.84,5654930.814441248,1.0,15673.84,0.0
2024-06-06,14425.75,5669356.564441248,2.0,14425.75,0.0
2024-06-07,11408.96,5680765.524441249,2.0,11408.96,0.0
2024-06-08,15868.580000000002,5696634.104441249,3.0,15868.580000000002,0.0
2024-06-09,6760.48,5703394.584441249,1.0,6760.48,0.0
2024-06-10,8394.19,5711788.77444125,1.0,8394.19,0.0
2024-06-11,55319.46,5738553.86444125,6.0,55319.46,0.0
2024-06-12,0.0,5767265.07444125,0.0,0.0,0.0
2024-06-13,28868.050000000003,5795976.28444125,5.0,28868.050000000003,0.0
2024-06-14,48477.17,5821142.60444125,6.0,48477.17,0.0
2024-06-15,41541.63003457793,5885995.084475827,6.0,41541.63003457793,0.0
2024-06-16,15051.75,5887456.744475828,3.0,15051.75,0.0
2024-06-17,8612.02,5909658.854475827,1.0,8612.02,0.0
2024-06-18,29924.28,5939583.134475826,4.0,29924.28,0.0
2024-06-19,12608.41,5952191.544475826,1.0,12608.41,0.0
2024-06-20,27651.34,5959044.044475826,3.0,27651.34,0.0
2024-06-21,8877.27,5988720.154475827,2.0,8877.27,0.0
2024-06-22,27568.31,6016288.464475827,3.0,27568.31,0.0
2024-06-23,17565.0,6033853.464475827,2.0,17565.0,0.0
2024-06-24,-28982.412643696152,6004871.051832131,3.0,0.0,28982.412643696152
2024-06-25,0.0,6012675.446832132,0.0,0.0,0.0
2024-06-26,30329.160000000003,6020479.841832131,2.0,30329.160000000003,0.0
2024-06-27,41643.1,6076843.311832132,4.0,41643.1,0.0
2024-06-28,1578.8100000000013,6078422.121832131,3.0,1578.8100000000013,0.0
2024-06-29,17096.08,6086924.681832131,3.0,17096.08,0.0
2024-06-30,621.08,6096139.281832131,1.0,621.08,0.0
2024-07-01,-197238.75,5898900.531832131,3.0,0.0,197238.75
2024-07-02,15973.33,5914873.861832131,1.0,15973.33,0.0
2024-07-03,25267.19,5930667.33183213,4.0,25267.19,0.0
2024-07-04,18763.7,5951265.33183213,3.0,18763.7,0.0
2024-07-05,12448.32,5971353.071832131,2.0,12448.32,0.0
2024-07-06,8202.13,5979555.201832131,1.0,8202.13,0.0
2024-07-07,23487.37,6003042.57183213,3.0,23487.37,0.0
2024-07-08,16761.239999999998,6004558.51183213,2.0,16761.239999999998,0.0
2024-07-09,18287.65,6027493.82183213,3.0,18287.65,0.0
2024-07-10,23022.14,6061113.601832129,3.0,23022.14,0.0
2024-07-11,15416.81,6076530.41183213,2.0,15416.81,0.0
2024-07-12,19339.85,6095870.26183213,2.0,19339.85,0.0
2024-07-13,6386.360000000001,6102256.62183213,2.0,6386.360000000001,0.0
2024-07-14,0.0,6108964.16287246,0.0,0.0,0.0
2024-07-15,32342.272080658466,6115671.703912789,5.0,32342.272080658466,0.0
2024-07-16,17408.39,6152007.283912788,1.0,17408.39,0.0
2024-07-17,21433.3,6173440.583912788,3.0,21433.3,0.0
2024-07-18,16886.2,6190326.783912788,3.0,16886.2,0.0
2024-07-19,7160.07,6197486.853912788,1.0,7160.07,0.0
2024-07-20,-38551.96222968055,6158934.891683108,2.0,0.0,38551.96222968055
2024-07-21,26087.38,6179714.011683108,3.0,26087.38,0.0
2024-07-22,22485.45,6207507.721683108,2.0,22485.45,0.0
2024-07-23,2564.9,6210072.621683109,1.0,2564.9,0.0
2024-07-24,31763.0,6241835.621683109,4.0,31763.0,0.0
2024-07-25,9603.19,6251438.811683109,1.0,9603.19,0.0
2024-07-26,12247.03,6257075.711683109,2.0,12247.03,0.0
2024-07-27,0.0,6257623.15668311,0.0,0.0,0.0
2024-07-28,-5515.24,6258170.601683109,4.0,0.0,5515.24
2024-07-29,12747.39,6270917.991683109,2.0,12747.39,0.0
2024-07-30,61367.71,6304446.091683108,4.0,61367.71,0.0
2024-07-31,20317.94,6352603.641683108,3.0,20317.94,0.0
2024-08-01,-202576.57,6150027.071683108,2.0,0.0,202576.57
2024-08-02,18057.83,6168084.901683108,1.0,18057.83,0.0
2024-08-03,6573.4,6174658.301683108,1.0,6573.4,0.0
2024-08-04,0.0,6175604.896683108,0.0,0.0,0.0
2024-08-05,1893.19,6176551.491683109,1.0,1893.19,0.0
2024-08-06,0.0,6178648.856683109,0.0,0.0,0.0
2024-08-07,4194.73,6180746.221683109,1.0,4194.73,0.0
2024-08-08,0.0,6190285.956683109,0.0,0.0,0.0
2024-08-09,26524.840000000004,6199825.691683109,3.0,26524.840000000004,0.0
2024-08-10,16085.27,6223356.331683109,1.0,16085.27,0.0
2024-08-11,0.0,6231961.536683109,0.0,0.0,0.0
2024-08-12,17210.41,6240566.741683109,2.0,17210.41,0.0
2024-08-13,0.0,6252140.011683108,0.0,0.0,0.0
2024-08-14,23146.54,6263713.281683109,3.0,23146.54,0.0
2024-08-15,10329.168323925736,6259285.900007035,2.0,10329.168323925736,0.0
2024-08-16,0.0,6282635.995007034,0.0,0.0,0.0
2024-08-17,31943.64,6305986.090007035,2.0,31943.64,0.0
2024-08-18,10585.07,6316571.160007035,1.0,10585.07,0.0
2024-08-19,6350.5,6322921.660007035,1.0,6350.5,0.0
2024-08-20,10632.64,6333554.300007035,1.0,10632.64,0.0
2024-08-21,11372.22,6344926.520007035,2.0,11372.22,0.0
2024-08-22,58294.93,6362913.900007035,5.0,58294.93,0.0
2024-08-23,-4896.483195443994,6398324.966811591,2.0,0.0,4896.483195443994
2024-08-24,17721.05,6416046.016811591,1.0,17721.05,0.0
2024-08-25,2534.05,6418580.06681159,1.0,2534.05,0.0
2024-08-26,8495.93,6427075.99681159,2.0,8495.93,0.0
2024-08-27,49438.96,6455019.396811591,5.0,49438.96,0.0
2024-08-28,-11784.79,6464730.16681159,2.0,0.0,11784.79
2024-08-29,6842.57,6471572.73681159,1.0,6842.57,0.0
2024-08-30,15009.23,6486581.96681159,4.0,15009.23,0.0
2024-08-31,7349.66,6492142.69681159,2.0,7349.66,0.0
2024-09-01,18011.23,6505580.46681159,2.0,18011.23,0.0
2024-09-02,-184701.1,6327241.756811589,5.0,0.0,184701.1
2024-09-03,32762.13,6360003.886811589,3.0,32762.13,0.0
2024-09-04,16446.74,6376450.626811589,1.0,16446.74,0.0
2024-09-05,0.0,6385094.611811589,0.0,0.0,0.0
2024-09-06,17287.97,6393738.596811589,1.0,17287.97,0.0
2024-09-07,14595.15,6408333.746811589,2.0,14595.15,0.0
2024-09-08,21402.27,6429736.016811589,3.0,21402.27,0.0
2024-09-09,0.0,6440102.636811589,0.0,0.0,0.0
2024-09-10,20733.24,6450469.256811589,2.0,20733.24,0.0
2024-09-11,19464.23,6469933.4868115885,2.0,19464.23,0.0
2024-09-12,31888.73,6484768.676811589,3.0,31888.73,0.0
2024-09-13,12200.69,6514022.906811589,2.0,12200.69,0.0
2024-09-14,17619.9,6531642.80681159,3.0,17619.9,0.0
2024-09-15,14607.881298320724,6546250.68810991,2.0,14607.881298320724,0.0
2024-09-16,8107.52,6554358.20810991,1.0,8107.52,0.0
2024-09-17,2058.09,6556416.2981099095,1.0,2058.09,0.0
2024-09-18,0.0,6561521.66810991,0.0,0.0,0.0
2024-09-19,10210.74,6566627.03810991,1.0,10210.74,0.0
2024-09-20,38940.45,6605567.488109909,5.0,38940.45,0.0
2024-09-21,10434.36,6616001.848109909,1.0,10434.36,0.0
2024-09-22,29834.989319229924,6625467.497429139,4.0,29834.989319229924,0.0
2024-09-23,29089.7,6661856.087429139,3.0,29089.7,0.0
2024-09-24,7098.34,6682024.877429139,1.0,7098.34,0.0
2024-09-25,9018.23,6691043.107429139,1.0,9018.23,0.0
2024-09-26,23003.69,6714046.797429139,4.0,23003.69,0.0
2024-09-27,18250.89,6732297.687429138,2.0,18250.89,0.0
2024-09-28,-2525.84,6739918.757429138,4.0,0.0,2525.84
2024-09-29,12663.84,6742435.6874291375,1.0,12663.84,0.0
2024-09-30,7863.79,6750299.477429138,1.0,7863.79,0.0
2024-10-01,-175835.37,6574464.107429137,4.0,0.0,175835.37
2024-10-02,37009.89,6582337.507429138,3.0,37009.89,0.0
2024-10-03,6077.38,6617551.377429137,1.0,6077.38,0.0
2024-10-04,9642.0,6627193.377429137,1.0,9642.0,0.0
2024-10-05,7561.9,6634755.277429137,1.0,7561.9,0.0
2024-10-06,2684.3,6637439.577429137,1.0,2684.3,0.0
2024-10-07,40916.41,6678355.987429138,5.0,40916.41,0.0
2024-10-08,16605.1,6694961.087429138,2.0,16605.1,0.0
2024-10-09,18873.69,6713834.777429137,2.0,18873.69,0.0
2024-10-10,0.0,6717325.227429138,0.0,0.0,0.0
2024-10-11,10002.12,6720815.677429138,2.0,10002.12,0.0
2024-10-12,41212.65,6765049.547429138,4.0,41212.65,0.0
2024-10-13,9187.81,6774237.357429137,1.0,9187.81,0.0
2024-10-14,22893.39,6797130.747429138,3.0,22893.39,0.0
2024-10-15,23816.709681824457,6820947.457110961,4.0,23816.709681824457,0.0
2024-10-16,26859.49,6832534.777110961,3.0,26859.49,0.0
2024-10-17,30222.61,6878029.557110962,3.0,30222.61,0.0
2024-10-18,24583.69,6902613.247110963,2.0,24583.69,0.0
2024-10-19,64081.8,6945999.417110962,7.0,64081.8,0.0
2024-10-20,-21523.611846039843,6945171.435264923,3.0,0.0,21523.611846039843
2024-10-21,11767.81,6956939.245264922,1.0,11767.81,0.0
2024-10-22,20425.24,6977364.485264922,2.0,20425.24,0.0
2024-10-23,15930.04,6993294.525264922,1.0,15930.04,0.0
2024-10-24,0.0,7005090.680264922,0.0,0.0,0.0
2024-10-25,30448.3,7016886.835264921,5.0,30448.3,0.0
2024-10-26,20294.4,7044037.225264922,3.0,20294.4,0.0
2024-10-27,26218.96,7070256.185264922,3.0,26218.96,0.0
2024-10-28,-3881.2000000000007,7051536.185264922,2.0,0.0,3881.2000000000007
2024-10-29,36383.07,7094384.875264921,3.0,36383.07,0.0
2024-10-30,0.0,7117416.87526492,0.0,0.0,0.0
2024-10-31,37690.82,7140448.87526492,5.0,37690.82,0.0
2024-11-01,-196996.13,6943452.74526492,2.0,0.0,196996.13
2024-11-02,28876.09,6948654.55526492,3.0,28876.09,0.0
2024-11-03,41647.45,7013976.28526492,5.0,41647.45,0.0
2024-11-04,24931.33,7038907.6152649205,3.0,24931.33,0.0
2024-11-05,0.0,7040210.05526492,0.0,0.0,0.0
2024-11-06,3937.19,7041512.49526492,2.0,3937.19,0.0
2024-11-07,57782.19,7100626.99526492,6.0,57782.19,0.0
2024-11-08,17594.23,7105220.39526492,2.0,17594.23,0.0
2024-11-09,15784.67,7134005.89526492,1.0,15784.67,0.0
2024-11-10,36518.14,7170524.03526492,4.0,36518.14,0.0
2024-11-11,40231.92,7210755.9552649185,4.0,40231.92,0.0
2024-11-12,6998.5,7214656.9152649185,2.0,6998.5,0.0
2024-11-13,10914.59,7223779.425264918,4.0,10914.59,0.0
2024-11-14,17907.329999999998,7246576.375264918,2.0,17907.329999999998,0.0
2024-11-15,-2257.130280314852,7244319.2449846035,1.0,0.0,2257.130280314852
2024-11-16,26059.59,7270378.834984603,2.0,26059.59,0.0
2024-11-17,20392.14,7290770.974984603,2.0,20392.14,0.0
2024-11-18,13136.98,7297395.304984603,2.0,13136.98,0.0
2024-11-19,26199.95,7330107.904984604,2.0,26199.95,0.0
2024-11-20,23446.38,7353554.2849846035,4.0,23446.38,0.0
2024-11-21,66402.02322275158,7396055.468207356,8.0,66402.02322275158,0.0
2024-11-22,26872.46,7446828.768207355,3.0,26872.46,0.0
2024-11-23,22951.33,7469780.098207355,3.0,22951.33,0.0
2024-11-24,56154.92,7497260.058207354,4.0,56154.92,0.0
2024-11-25,1693.13,7527628.148207354,1.0,1693.13,0.0
2024-11-26,5843.14,7533471.288207354,1.0,5843.14,0.0
2024-11-27,50144.11,7583615.398207353,5.0,50144.11,0.0
2024-11-28,-18720.0,7564895.398207353,1.0,0.0,18720.0
2024-11-29,35484.06,7587465.218207354,5.0,35484.06,0.0
2024-11-30,14681.15,7615060.608207353,2.0,14681.15,0.0
2024-12-01,11805.87,7626866.4782073535,3.0,11805.87,0.0
2024-12-02,-169992.49,7446767.028207353,6.0,0.0,169992.49
2024-12-03,24722.91,7481596.898207353,3.0,24722.91,0.0
2024-12-04,19279.44,7500876.338207354,3.0,19279.44,0.0
2024-12-05,49081.23,7510194.968207354,5.0,49081.23,0.0
2024-12-06,19659.66,7569617.2282073535,3.0,19659.66,0.0
2024-12-07,26143.4,7595760.628207353,2.0,26143.4,0.0
2024-12-08,6876.79,7602637.418207353,1.0,6876.79,0.0
2024-12-09,14970.149999999998,7617607.568207353,2.0,14970.149999999998,0.0
2024-12-10,32218.03,7635892.768207354,4.0,32218.03,0.0
2024-12-11,31676.39,7681501.988207354,4.0,31676.39,0.0
2024-12-12,12040.03,7684710.548207354,2.0,12040.03,0.0
2024-12-13,12522.78,7699964.788207353,2.0,12522.78,0.0
2024-12-14,14574.13,7720638.928207353,2.0,14574.13,0.0
2024-12-15,30231.292399981725,7750870.220607335,4.0,30231.292399981725,0.0
2024-12-16,14032.01,7764902.2306073345,3.0,14032.01,0.0
2024-12-17,28397.61,7776668.350607335,3.0,28397.61,0.0
2024-12-18,34580.759999999995,7827880.600607336,3.0,34580.759999999995,0.0
2024-12-19,18813.03,7846693.630607336,2.0,18813.03,0.0
2024-12-20,23535.34,7870228.970607337,2.0,23535.34,0.0
2024-12-21,-3284.847947146612,7866944.12266019,1.0,0.0,3284.847947146612
2024-12-22,0.0,7871606.597660189,0.0,0.0,0.0
2024-12-23,17598.1,7876269.07266019,3.0,17598.1,0.0
2024-12-24,45842.23,7930384.452660191,4.0,45842.23,0.0
2024-12-25,9730.97,7940115.422660191,2.0,9730.97,0.0
2024-12-26,10123.05,7950238.47266019,2.0,10123.05,0.0
2024-12-27,11938.99,7962177.462660191,1.0,11938.99,0.0
2024-12-28,5864.66,7975361.89266019,3.0,5864.66,0.0
2024-12-29,26676.08,7994718.202660191,3.0,26676.08,0.0
2024-12-30,23533.44,8018251.64266019,3.0,23533.44,0.0
2024-12-31,27781.5,8046033.14266019,2.0,27781.5,0.0
2025-01-01,-159713.0,8076781.33266019,5.0,0.0,159713.0
2025-01-02,17094.92,7903415.062660189,4.0,17094.92,0.0
2025-01-03,35194.27,7938609.33266019,5.0,35194.27,0.0
2025-01-04,37161.72,7961502.762660189,5.0,37161.72,0.0
2025-01-05,27073.26,8002844.312660189,3.0,27073.26,0.0
2025-01-06,0.0,8005689.567660189,0.0,0.0,0.0
2025-01-07,5690.51,8008534.822660189,1.0,5690.51,0.0
2025-01-08,76309.8,8046403.652660189,6.0,76309.8,0.0
2025-01-09,24267.65,8109112.272660188,3.0,24267.65,0.0
2025-01-10,8145.89,8117258.162660188,1.0,8145.89,0.0
2025-01-11,49406.73,8133026.902660188,6.0,49406.73,0.0
2025-01-12,16489.33,8183154.222660189,3.0,16489.33,0.0
2025-01-13,17559.48,8200713.702660189,1.0,17559.48,0.0
2025-01-14,20508.32,8203238.172660189,2.0,20508.32,0.0
2025-01-15,24008.687523505974,8245230.710183694,4.0,24008.687523505974,0.0
2025-01-16,0.0,8251148.805183694,0.0,0.0,0.0
2025-01-17,11836.19,8257066.900183693,2.0,11836.19,0.0
2025-01-18,15394.35,8272461.250183693,2.0,15394.35,0.0
2025-01-19,34924.34,8279876.860183693,3.0,34924.34,0.0
2025-01-20,-35053.280811133096,8272332.30937256,3.0,0.0,35053.280811133096
2025-01-21,34190.74,8306523.04937256,4.0,34190.74,0.0
2025-01-22,31619.52,8330428.63937256,3.0,31619.52,0.0
2025-01-23,26110.59,8347945.169372559,2.0,26110.59,0.0
2025-01-24,29684.18,8393937.33937256,4.0,29684.18,0.0
2025-01-25,68147.81,8426722.819372559,7.0,68147.81,0.0
2025-01-26,23586.41,8485671.55937256,2.0,23586.41,0.0
2025-01-27,1845.05,8487516.60937256,1.0,1845.05,0.0
2025-01-28,21996.65,8509513.25937256,5.0,21996.65,0.0
2025-01-29,45315.97,8524342.58937256,4.0,45315.97,0.0
2025-01-30,33089.64,8587918.869372562,3.0,33089.64,0.0
2025-01-31,1672.35,8589591.21937256,1.0,1672.35,0.0
2025-02-01,14689.14,8604280.35937256,1.0,14689.14,0.0
2025-02-02,17644.98,8621925.33937256,1.0,17644.98,0.0
2025-02-03,-205920.0,8416005.33937256,1.0,0.0,205920.0
2025-02-04,0.0,8418331.05437256,0.0,0.0,0.0
2025-02-05,19220.050000000003,8420656.76937256,3.0,19220.050000000003,0.0
2025-02-06,24207.82,8459433.209372561,2.0,24207.82,0.0
2025-02-07,26533.72,8485966.92937256,3.0,26533.72,0.0
2025-02-08,15262.33,8501229.25937256,1.0,15262.33,0.0
2025-02-09,16169.740000000002,8517398.99937256,2.0,16169.740000000002,0.0
2025-02-10,31769.1,8529779.21937256,3.0,31769.1,0.0
2025-02-11,1964.79,8551132.889372561,1.0,1964.79,0.0
2025-02-12,14605.99,8565738.87937256,2.0,14605.99,0.0
2025-02-13,2225.16,8567964.03937256,1.0,2225.16,0.0
2025-02-14,22537.15,8590501.18937256,2.0,22537.15,0.0
2025-02-15,9748.137122252874,8600249.326494813,2.0,9748.137122252874,0.0
2025-02-16,0.0,8606226.939828146,0.0,0.0,0.0
2025-02-17,0.0,8612204.55316148,0.0,0.0,0.0
2025-02-18,39332.92,8618182.166494813,4.0,39332.92,0.0
2025-02-19,21382.725145533397,8660964.971640345,5.0,21382.725145533397,0.0
2025-02-20,1689.81,8662654.781640343,1.0,1689.81,0.0
2025-02-21,32509.26,8686844.791640345,3.0,32509.26,0.0
2025-02-22,28812.37,8723976.411640344,3.0,28812.37,0.0
2025-02-23,8020.02,8731996.431640344,1.0,8020.02,0.0
2025-02-24,0.0,8753918.331640344,0.0,0.0,0.0
2025-02-25,43843.8,8775840.231640344,4.0,43843.8,0.0
2025-02-26,1461.22,8777301.451640345,1.0,1461.22,0.0
2025-02-27,17048.8,8794350.251640344,1.0,17048.8,0.0
2025-02-28,11557.64,8805907.891640345,6.0,11557.64,0.0
2025-03-01,13965.38,8819873.271640345,2.0,13965.38,0.0
2025-03-02,44656.35,8841146.241640346,5.0,44656.35,0.0
2025-03-03,-194452.33,8670077.291640345,2.0,0.0,194452.33
2025-03-04,0.0,8674753.148307012,0.0,0.0,0.0
2025-03-05,0.0,8679429.004973678,0.0,0.0,0.0
2025-03-06,14027.57,8684104.861640345,3.0,14027.57,0.0
2025-03-07,36587.45,8699264.151640344,3.0,36587.45,0.0
2025-03-08,29380.47,8750072.781640345,4.0,29380.47,0.0
2025-03-09,15763.74,8765836.521640345,2.0,15763.74,0.0
2025-03-10,14506.17,8780342.691640347,2.0,14506.17,0.0
2025-03-11,36008.89,8789341.741640348,5.0,36008.89,0.0
2025-03-12,38331.06,8854682.641640348,4.0,38331.06,0.0
2025-03-13,10548.94,8865231.58164035,2.0,10548.94,0.0
2025-03-14,20811.02,8886042.60164035,3.0,20811.02,0.0
2025-03-15,21350.01633149145,8893938.75797184,6.0,21350.01633149145,0.0
2025-03-16,17836.89,8925229.50797184,2.0,17836.89,0.0
2025-03-17,21860.28,8934679.55797184,2.0,21860.28,0.0
2025-03-18,36765.04,8967520.997971842,4.0,36765.04,0.0
2025-03-19,12435.22,8996290.047971843,2.0,12435.22,0.0
2025-03-20,12503.89,9008793.937971843,1.0,12503.89,0.0
2025-03-21,8741.957197501502,9017535.895169344,2.0,8741.957197501502,0.0
2025-03-22,43168.86,9060704.755169343,4.0,43168.86,0.0
2025-03-23,52674.33,9084123.185169345,6.0,52674.33,0.0
2025-03-24,58908.84,9121887.135169346,7.0,58908.84,0.0
2025-03-25,7045.86,9179333.785169344,1.0,7045.86,0.0
2025-03-26,35979.65,9215313.435169345,4.0,35979.65,0.0
2025-03-27,35056.06,9225522.375169344,5.0,35056.06,0.0
2025-03-28,543.1100000000006,9250912.605169345,3.0,543.1100000000006,0.0
2025-03-29,25019.160000000003,9275931.765169345,2.0,25019.160000000003,0.0
2025-03-30,30335.09,9306266.855169345,2.0,30335.09,0.0
2025-03-31,36463.03,9328896.535169344,4.0,36463.03,0.0
2025-04-01,-183462.32,9159267.565169344,3.0,0.0,183462.32
2025-04-02,40722.2,9199989.765169345,3.0,40722.2,0.0
2025-04-03,20481.0,9220470.765169345,3.0,20481.0,0.0
