ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,All Saints' Day,All Saints' Day_lower,All Saints' Day_upper,Assumption Day,Assumption Day_lower,Assumption Day_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Constitution Day,Constitution Day_lower,Constitution Day_upper,Epiphany,Epiphany_lower,Epiphany_upper,Good Friday,Good Friday_lower,Good Friday_upper,Immaculate Conception,Immaculate Conception_lower,Immaculate Conception_upper,Labor Day,Labor Day_lower,Labor Day_upper,National Day,National Day_lower,National Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2023-09-26,2372154.1030789213,2195607.461901614,2368007.581106463,2372154.1030789213,2372154.1030789213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036951579288145166,-0.036951579288145166,-0.036951579288145166,-0.0009328826298033435,-0.0009328826298033435,-0.0009328826298033435,-0.03601869665834182,-0.03601869665834182,-0.03601869665834182,0.0,0.0,0.0,2284499.2626553015
2023-09-27,2386316.1306895525,2209470.5466238693,2394809.796810562,2386316.1306895525,2386316.1306895525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036771842747271515,-0.036771842747271515,-0.036771842747271515,-0.0002763532964446296,-0.0002763532964446296,-0.0002763532964446296,-0.03649548945082689,-0.03649548945082689,-0.03649548945082689,0.0,0.0,0.0,2298566.889186559
2023-09-28,2400478.1583001832,2218295.8276265254,2399641.0165629205,2400478.1583001832,2400478.1583001832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03696571398490297,-0.03696571398490297,-0.03696571398490297,-3.3567311000700425e-05,-3.3567311000700425e-05,-3.3567311000700425e-05,-0.036932146673902266,-0.036932146673902266,-0.036932146673902266,0.0,0.0,0.0,2311742.769273452
2023-09-29,2414640.185910814,2237849.6316251983,2414838.8409497887,2414640.185910814,2414640.185910814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03732538504417143,-0.03732538504417143,-0.03732538504417143,-4.983770819907784e-06,-4.983770819907784e-06,-4.983770819907784e-06,-0.037320401273351525,-0.037320401273351525,-0.037320401273351525,0.0,0.0,0.0,2324512.811228563
2023-09-30,2428802.2135214456,2253826.945972909,2420424.678874821,2428802.2135214456,2428802.2135214456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03699996028587828,-0.03699996028587828,-0.03699996028587828,0.0006527986307402437,0.0006527986307402437,0.0006527986307402437,-0.03765275891661852,-0.03765275891661852,-0.03765275891661852,0.0,0.0,0.0,2338936.628078899
2023-10-01,2442964.2411320764,2269417.9106703,2439292.7261833563,2442964.2411320764,2442964.2411320764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0366283757215822,-0.0366283757215822,-0.0366283757215822,0.0012943274964917887,0.0012943274964917887,0.0012943274964917887,-0.03792270321807399,-0.03792270321807399,-0.03792270321807399,0.0,0.0,0.0,2353482.4290335006
2023-10-02,2457126.268742707,2272319.6050288924,2451641.1608337457,2457126.268742707,2457126.268742707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03882421423572441,-0.03882421423572441,-0.03882421423572441,-0.0006993391191699708,-0.0006993391191699708,-0.0006993391191699708,-0.038124875116554435,-0.038124875116554435,-0.038124875116554435,0.0,0.0,0.0,2361730.272080814
2023-10-03,2471288.296353338,2286086.0074857636,2471626.179569682,2471288.296353338,2471288.296353338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0391881040303358,-0.0391881040303358,-0.0391881040303358,-0.0009328826298020802,-0.0009328826298020802,-0.0009328826298020802,-0.03825522140053372,-0.03825522140053372,-0.03825522140053372,0.0,0.0,0.0,2374443.193506892
2023-10-04,2485450.323963969,2299794.1719813407,2482940.8000739925,2485450.323963969,2485450.323963969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0385874615297565,-0.0385874615297565,-0.0385874615297565,-0.0002763532964452645,-0.0002763532964452645,-0.0002763532964452645,-0.038311108233311235,-0.038311108233311235,-0.038311108233311235,0.0,0.0,0.0,2389543.105203889
2023-10-05,2499612.3515745997,2313318.937991058,2487107.6949439724,2499612.3515745997,2499612.3515745997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03832496381576648,-0.03832496381576648,-0.03832496381576648,-3.3567311001342394e-05,-3.3567311001342394e-05,-3.3567311001342394e-05,-0.03829139650476514,-0.03829139650476514,-0.03829139650476514,0.0,0.0,0.0,2403814.7986470605
2023-10-06,2513774.3791852305,2326238.028119872,2505179.846853612,2513774.3791852305,2513774.3791852305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038201460670260166,-0.038201460670260166,-0.038201460670260166,-4.983770820699929e-06,-4.983770820699929e-06,-4.983770820699929e-06,-0.03819647689943946,-0.03819647689943946,-0.03819647689943946,0.0,0.0,0.0,2417744.526104878
2023-10-07,2527936.406795861,2344105.3619303303,2524154.207800867,2527936.406795861,2527936.406795861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.037375465062173006,-0.037375465062173006,-0.037375465062173006,0.0006527986307417534,0.0006527986307417534,0.0006527986307417534,-0.03802826369291476,-0.03802826369291476,-0.03802826369291476,0.0,0.0,0.0,2433453.6079442673
2023-10-08,2542098.4344064924,2357786.370044347,2534005.039972186,2542098.4344064924,2542098.4344064924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036495819941095485,-0.036495819941095485,-0.036495819941095485,0.0012943274964948284,0.0012943274964948284,0.0012943274964948284,-0.037790147437590314,-0.037790147437590314,-0.037790147437590314,0.0,0.0,0.0,2449322.467671852
2023-10-09,2556260.462017123,2372038.4548409083,2553762.733476955,2556260.462017123,2556260.462017123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03818624696175868,-0.03818624696175868,-0.03818624696175868,-0.0006993391191646111,-0.0006993391191646111,-0.0006993391191646111,-0.037486907842594064,-0.037486907842594064,-0.037486907842594064,0.0,0.0,0.0,2458646.468715958
2023-10-10,2570422.489627754,2387786.492903361,2559776.2393846014,2570422.489627754,2570422.489627754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03805747188785199,-0.03805747188785199,-0.03805747188785199,-0.00093288262980323,-0.00093288262980323,-0.00093288262980323,-0.037124589258048755,-0.037124589258048755,-0.037124589258048755,0.0,0.0,0.0,2472598.707988843
2023-10-11,2584584.5172383846,2401236.5317937564,2577419.513033233,2584584.5172383846,2584584.5172383846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036986695506637864,-0.036986695506637864,-0.036986695506637864,-0.00027635329644266427,-0.00027635329644266427,-0.00027635329644266427,-0.0367103422101952,-0.0367103422101952,-0.0367103422101952,0.0,0.0,0.0,2488989.2766881175
2023-10-12,2598746.544849016,2399762.3104903116,2577397.8751898147,2598746.544849016,2598746.544849016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0054534714,-0.0054534714,-0.0054534714,0.0,0.0,0.0,-0.0054534714,-0.0054534714,-0.0054534714,-0.04173927408255616,-0.04173927408255616,-0.04173927408255616,-3.3567311000276204e-05,-3.3567311000276204e-05,-3.3567311000276204e-05,-0.036252235371555884,-0.036252235371555884,-0.036252235371555884,0.0,0.0,0.0,2490276.750542467
2023-10-13,2612908.5724596465,2429529.986379573,2608710.6517944033,2612908.5724596465,2612908.5724596465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035764026934024,-0.035764026934024,-0.035764026934024,-4.983770821881113e-06,-4.983770821881113e-06,-4.983770821881113e-06,-0.035759043163202116,-0.035759043163202116,-0.035759043163202116,0.0,0.0,0.0,2519460.4398980574
2023-10-14,2627070.600070277,2447378.775279133,2627914.830799283,2627070.600070277,2627070.600070277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03458721622069929,-0.03458721622069929,-0.03458721622069929,0.000652798630743263,0.000652798630743263,0.000652798630743263,-0.035240014851442555,-0.035240014851442555,-0.035240014851442555,0.0,0.0,0.0,2536207.5411986043
2023-10-15,2641232.627680908,2467247.6342430115,2646086.9181634434,2641232.627680908,2641232.627680908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03341030400399629,-0.03341030400399629,-0.03341030400399629,0.0012943274964940072,0.0012943274964940072,0.0012943274964940072,-0.034704631500490295,-0.034704631500490295,-0.034704631500490295,0.0,0.0,0.0,2552988.242644815
2023-10-16,2655394.655291538,2466008.470170919,2650048.187520418,2655394.655291538,2655394.655291538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03486169658135546,-0.03486169658135546,-0.03486169658135546,-0.0006993391191656453,-0.0006993391191656453,-0.0006993391191656453,-0.03416235746218982,-0.03416235746218982,-0.03416235746218982,0.0,0.0,0.0,2562823.0925150113
2023-10-17,2669556.6829021694,2488042.504835188,2670319.5501695178,2669556.6829021694,2669556.6829021694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.034555275845046945,-0.034555275845046945,-0.034555275845046945,-0.0009328826298019664,-0.0009328826298019664,-0.0009328826298019664,-0.033622393215244975,-0.033622393215244975,-0.033622393215244975,0.0,0.0,0.0,2577309.4153404967
2023-10-18,2683718.7105128,2507235.3116645715,2678673.303406437,2683718.7105128,2683718.7105128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03336978960291443,-0.03336978960291443,-0.03336978960291443,-0.0002763532964432992,-0.0002763532964432992,-0.0002763532964432992,-0.03309343630647114,-0.03309343630647114,-0.03309343630647114,0.0,0.0,0.0,2594163.581789583
2023-10-19,2697880.738123431,2523119.3506687763,2697248.457078716,2697880.738123431,2697880.738123431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03261702420865204,-0.03261702420865204,-0.03261702420865204,-3.356731100123228e-05,-3.356731100123228e-05,-3.356731100123228e-05,-0.032583456897650805,-0.032583456897650805,-0.032583456897650805,0.0,0.0,0.0,2609883.896776003
2023-10-20,2712042.7657340616,2543703.5779312123,2714807.293075807,2712042.7657340616,2712042.7657340616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03210447776248712,-0.03210447776248712,-0.03210447776248712,-4.983770822673394e-06,-4.983770822673394e-06,-4.983770822673394e-06,-0.03209949399166445,-0.03209949399166445,-0.03209949399166445,0.0,0.0,0.0,2624974.049070638
2023-10-21,2726204.793344693,2553405.9579030904,2729880.9584609107,2726204.793344693,2726204.793344693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030994679182375043,-0.030994679182375043,-0.030994679182375043,0.0006527986307429258,0.0006527986307429258,0.0006527986307429258,-0.03164747781311797,-0.03164747781311797,-0.03164747781311797,0.0,0.0,0.0,2641706.9503895207
2023-10-22,2740366.820955323,2567952.3792909808,2746254.6804206115,2740366.820955323,2740366.820955323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029937755573293836,-0.029937755573293836,-0.029937755573293836,0.0012943274964935926,0.0012943274964935926,0.0012943274964935926,-0.031232083069787427,-0.031232083069787427,-0.031232083069787427,0.0,0.0,0.0,2658326.388888398
2023-10-23,2754528.8487535208,2585003.267294653,2762201.706593218,2754528.8487535208,2754528.8487535208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031555956062553826,-0.031555956062553826,-0.031555956062553826,-0.0006993391191666797,-0.0006993391191666797,-0.0006993391191666797,-0.030856616943387146,-0.030856616943387146,-0.030856616943387146,0.0,0.0,0.0,2667607.0574292177
2023-10-24,2768690.876551719,2595442.7649787553,2774147.5005351687,2768690.876551719,2768690.876551719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031455827306860897,-0.031455827306860897,-0.031455827306860897,-0.0009328826298037352,-0.0009328826298037352,-0.0009328826298037352,-0.03052294467705716,-0.03052294467705716,-0.03052294467705716,0.0,0.0,0.0,2681599.4144728268
2023-10-25,2782852.904349917,2604611.812355695,2783473.104529692,2782852.904349917,2782852.904349917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03050780786718616,-0.03050780786718616,-0.03050780786718616,-0.0002763532964439339,-0.0002763532964439339,-0.0002763532964439339,-0.030231454570742226,-0.030231454570742226,-0.030231454570742226,0.0,0.0,0.0,2697954.1626213687
2023-10-26,2797014.932148115,2629039.7501313253,2803066.943366526,2797014.932148115,2797014.932148115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030014630405605876,-0.030014630405605876,-0.030014630405605876,-3.356731100016608e-05,-3.356731100016608e-05,-3.356731100016608e-05,-0.02998106309460571,-0.02998106309460571,-0.02998106309460571,0.0,0.0,0.0,2713063.562720728
2023-10-27,2811176.959946313,2638319.986942614,2817765.6726357252,2811176.959946313,2811176.959946313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029774243487053872,-0.029774243487053872,-0.029774243487053872,-4.983770822005146e-06,-4.983770822005146e-06,-4.983770822005146e-06,-0.029769259716231865,-0.029769259716231865,-0.029769259716231865,0.0,0.0,0.0,2727476.2926556757
2023-10-28,2825338.987744511,2659817.9634578465,2833573.9222219535,2825338.987744511,2825338.987744511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028939391310447562,-0.028939391310447562,-0.028939391310447562,0.0006527986307444354,0.0006527986307444354,0.0006527986307444354,-0.029592189941191997,-0.029592189941191997,-0.029592189941191997,0.0,0.0,0.0,2743575.397193509
2023-10-29,2839501.0155427093,2674625.566170579,2845071.167865377,2839501.0155427093,2839501.0155427093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02815044652304054,-0.02815044652304054,-0.02815044652304054,0.0012943274964927714,0.0012943274964927714,0.0012943274964927714,-0.029444774019533312,-0.029444774019533312,-0.029444774019533312,0.0,0.0,0.0,2759567.7940525548
2023-10-30,2853663.043340906,2678999.418304404,2855966.0188439065,2853663.043340906,2853663.043340906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030020196921480044,-0.030020196921480044,-0.030020196921480044,-0.0006993391191677138,-0.0006993391191677138,-0.0006993391191677138,-0.02932085780231233,-0.02932085780231233,-0.02932085780231233,0.0,0.0,0.0,2767995.516832262
2023-10-31,2867825.071139104,2697706.8918237393,2876862.4240564597,2867825.071139104,2867825.071139104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030146273999095936,-0.030146273999095936,-0.030146273999095936,-0.0009328826298024719,-0.0009328826298024719,-0.0009328826298024719,-0.029213391369293462,-0.029213391369293462,-0.029213391369293462,0.0,0.0,0.0,2781370.830763068
2023-11-01,2881987.098937302,2659128.000810866,2833456.659170139,2881987.098937302,2881987.098937302,-0.018855002,-0.018855002,-0.018855002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018855002,-0.018855002,-0.018855002,-0.048245985611642186,-0.048245985611642186,-0.048245985611642186,-0.00027635329644133374,-0.00027635329644133374,-0.00027635329644133374,-0.029114630315200857,-0.029114630315200857,-0.029114630315200857,0.0,0.0,0.0,2742942.7908290345
2023-11-02,2896149.1267355,2727352.2691860236,2895017.7023893003,2896149.1267355,2896149.1267355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029049921308333917,-0.029049921308333917,-0.029049921308333917,-3.356731100251622e-05,-3.356731100251622e-05,-3.356731100251622e-05,-0.0290163539973314,-0.0290163539973314,-0.0290163539973314,0.0,0.0,0.0,2812016.2225066335
2023-11-03,2910311.154533698,2733565.1478243116,2915609.010017301,2910311.154533698,2910311.154533698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028915078398245846,-0.028915078398245846,-0.028915078398245846,-4.9837708213368705e-06,-4.9837708213368705e-06,-4.9837708213368705e-06,-0.02891009462742451,-0.02891009462742451,-0.02891009462742451,0.0,0.0,0.0,2826159.279337067
2023-11-04,2924473.1823318964,2750795.9474894446,2929957.6212841473,2924473.1823318964,2924473.1823318964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028134572215434424,-0.028134572215434424,-0.028134572215434424,0.0006527986307406355,0.0006527986307406355,0.0006527986307406355,-0.02878737084617506,-0.02878737084617506,-0.02878737084617506,0.0,0.0,0.0,2842194.380391478
2023-11-05,2938635.210130094,2772675.8406376154,2946308.517361199,2938635.210130094,2938635.210130094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02734559185870392,-0.02734559185870392,-0.02734559185870392,0.001294327496496015,0.001294327496496015,0.001294327496496015,-0.028639919355199935,-0.028639919355199935,-0.028639919355199935,0.0,0.0,0.0,2858276.49105226
2023-11-06,2952797.2379282922,2785443.4946636804,2951755.782152229,2952797.2379282922,2952797.2379282922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029159257418204396,-0.029159257418204396,-0.029159257418204396,-0.0006993391191693047,-0.0006993391191693047,-0.0006993391191693047,-0.02845991829903509,-0.02845991829903509,-0.02845991829903509,0.0,0.0,0.0,2866695.8631637786
2023-11-07,2966959.2657264904,2794433.728385275,2970615.5646766266,2966959.2657264904,2966959.2657264904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029173079013784856,-0.029173079013784856,-0.029173079013784856,-0.000932882629802415,-0.000932882629802415,-0.000932882629802415,-0.02824019638398244,-0.02824019638398244,-0.02824019638398244,0.0,0.0,0.0,2880403.92863677
2023-11-08,2981121.293524688,2812221.5836592494,2982701.4113372406,2981121.293524688,2981121.293524688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02825077547789241,-0.02825077547789241,-0.02825077547789241,-0.0002763532964419686,-0.0002763532964419686,-0.0002763532964419686,-0.02797442218145044,-0.02797442218145044,-0.02797442218145044,0.0,0.0,0.0,2896902.3051889576
2023-11-09,2995283.3213228863,2824763.898242112,3002730.5367498123,2995283.3213228863,2995283.3213228863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02769083598724405,-0.02769083598724405,-0.02769083598724405,-3.356731100005596e-05,-3.356731100005596e-05,-3.356731100005596e-05,-0.027657268676243997,-0.027657268676243997,-0.027657268676243997,0.0,0.0,0.0,2912341.4221368064
